order,vsini,rv,weight,limbdark
4,7.737378626060741,-31.19912343634845,1.005372414068244,0.1831640625000002
5,6.747373574636368,-29.798176667020275,1.0089002990571438,0.1756347656250002
6,7.912992374982074,-29.798347886844525,1.0064904585197858,0.1813574218750002
11,2.0,-30.99833712295928,1.0007943828013846,0.2316601562500005
12,4.134723993210984,-30.298449475139915,1.0007249673004397,0.2360058593750004
13,2.0,-30.498205126622917,1.0016069714483558,0.2527539062500006
14,5.036652653989654,-30.2987133801429,1.0018205116356613,0.24064453125000046
