order,vsini,rv,weight,limbdark
4,11.001497405540311,8.400315879387232,1.0067712647177525,0.1780859375000002
5,5.658965515829397,7.900135345050074,1.008779799854972,0.1664257812500002
6,8.745020538049523,7.700028657867143,1.0062634781107174,0.1717578125000002
11,7.56554655596508,7.800007613993509,1.0008485928610524,0.2097851562500004
12,8.314816579459858,7.700003219199969,1.0009436354378778,0.2155859375000004
13,9.92202789270688,7.700141843027541,1.001671451859709,0.2275000000000004
14,8.38664008565184,7.60006925271517,1.0021416513580177,0.2323730468750005
